Probe Set ID	SL2_1_Exp	SL2_2_Exp	Clone8_1_Exp	Clone8_2_Exp	SL2_1_Call	SL2_2_Call	Clone8_1_Call	Clone8_2_Call
1627602_at	23.6	4	6.5	3.4	A	A	A	A
1628312_at	39.2	37.8	23.4	22.5	A	A	A	A
1627506_at	115.1	44.6	530.5	753.1	P	A	P	P
1630256_at	4.5	5.2	4.3	16.2	A	A	A	A
1631505_at	12.5	8.8	6.4	40.3	A	A	A	A
1624125_at	16.3	14	46.2	16.4	A	A	M	P
1631063_at	4.3	2.2	5.7	2.4	A	A	A	A
1639915_at	23.2	9.4	58.4	21.9	A	A	A	A
1638844_s_at	436	447.1	545.5	784.6	P	P	P	P
1638752_s_at	260.6	286.8	339.8	311.5	P	P	P	P
1623434_at	2518.7	2723.6	4425.2	4329.1	P	P	P	P
1640827_at	106.7	80.2	100.1	47.1	A	A	A	A
1632753_a_at	213.2	222.1	360.2	377.3	P	P	P	P
1640076_at	4.3	13.1	2.8	0.6	A	A	A	A
1636589_s_at	20.8	18.2	4.1	5	A	A	A	A
1628393_at	130.7	98.3	150.7	73.9	A	A	P	P
1624889_a_at	1.2	0.9	72	112.4	A	A	P	P
1627797_at	126.4	113.6	66.9	40	P	P	A	A
1633242_a_at	252.4	227.1	311.5	438.1	A	P	P	P
1623691_at	24.5	4.3	30.6	16.9	A	A	A	A
1637589_at	59.7	85.8	78.2	53.8	A	A	A	A
1634283_at	4.6	10.9	20.5	8.6	A	A	A	A
1622942_at	17.5	47.6	45.8	29.6	A	A	A	A
1640129_at	5.4	7.5	5	19.4	A	A	A	A
1627053_at	19	11.6	0.6	1.5	A	A	A	A
1635803_s_at	36.7	81	133	78	A	P	P	P
1637789_at	74.4	73.3	67.6	30.9	P	P	P	P
1634014_at	26.1	13.9	7.5	1.5	A	A	A	A
1630039_at	33.6	26.5	36.5	27.8	A	A	A	M
1635257_at	166.2	162.3	225.1	256.2	P	P	P	P
1637398_a_at	739.6	490.2	102.9	54.3	P	P	P	M
1641624_at	217.9	291.5	187.4	517.9	P	P	P	P
1635900_at	4029	1195.7	2969	568.7	P	P	P	P
1623070_a_at	172.8	86.2	155.7	30.3	P	A	A	A
1632961_at	51.2	31.7	42.8	17.7	P	A	A	P
1634381_a_at	623.5	607.4	769.5	976	P	P	P	P
1637070_at	58.7	32.4	86	42.6	P	A	P	P
1629189_at	504.2	293	614.7	566.6	P	P	P	P
1636605_at	33.8	18.3	9.9	18.4	A	A	A	A
1638330_at	246.7	206.3	654.6	496.5	P	P	P	P
1637606_at	547.6	507.1	433.3	355.3	P	P	P	P
1628894_a_at	32.3	3.7	3.3	5	A	A	A	A
1639369_at	48.6	30.4	17.3	2.6	A	A	A	A
1633709_at	12.7	37.2	26	4.4	A	A	A	A
1625722_at	3080.2	2839.2	3316.3	3239.4	P	P	P	P
1634249_s_at	1564.9	2383.6	3553.6	3831.6	P	P	P	P
1624958_a_at	6.2	2.2	4.4	2	A	A	A	A
1628746_at	46.4	32.1	60.7	28.3	A	A	A	A
1625528_at	1507.5	1198	2133	2022.9	P	P	P	P
1624893_at	94.8	46.1	79.7	32.2	P	P	P	P
1627100_s_at	28.1	21.4	1.8	1.6	A	M	A	A
1623789_at	81.5	44.4	58.1	45.7	A	A	P	P
1628296_at	53	30.1	29.2	22.7	M	A	A	P
1629886_s_at	668.8	786.4	864.5	998.8	P	P	P	P
1634350_at	69.1	15.1	32.1	3.8	M	A	A	A
1637422_at	179.5	139.1	4819	4738.1	P	P	P	P
1625850_at	7.4	5.1	5.3	14.3	A	A	A	A
1629650_at	538.7	385.5	570.8	473.3	P	P	P	P
1629673_at	58.4	36.7	79.8	19.2	A	A	A	A
1629083_at	29.6	15.5	45	8.3	A	A	P	A
1625457_at	12.9	10.2	8.2	26.4	A	A	A	A
1624057_at	29.2	25.1	13.3	1.7	A	A	A	A
1626891_at	45.4	36	68.8	24.7	A	A	A	A
1628107_at	119.6	114.9	100.1	66.2	A	P	A	P
1639298_at	68	57.1	14.5	17.8	A	A	A	A
1635968_at	30.2	32.4	6.6	3.7	A	M	A	A
1623179_at	426	320.8	829.6	1004.8	P	P	P	P
1628474_at	66.3	27.1	70.1	53.9	A	P	A	M
1634188_a_at	79.1	14.8	52.8	2.4	A	A	A	A
1631468_a_at	15.8	28.7	5.9	3.1	A	A	A	A
1637857_at	1.3	1.2	21.3	8	A	A	A	A
1624817_at	29.8	60.8	11.5	52.2	A	A	A	A
1639821_at	200.5	219.8	300.4	593.2	P	P	P	P
1635840_s_at	727.1	630	992.5	1222.7	P	P	P	P
1633946_at	1161	1565.1	1967.5	3084.5	P	P	P	P
1640478_at	419.1	310.9	93.2	64	P	P	A	P
1636682_at	2	2.5	2.5	3.1	A	A	A	A
1632872_at	30	16.5	10	12.5	A	A	A	A
1638098_at	164.2	65.7	108.9	50.4	A	A	A	P
1637800_at	73.3	39.2	32.6	35.8	A	A	A	A
1625342_at	49.6	48.8	37.4	4.9	A	A	A	A
1637123_a_at	32.9	30.1	69	47.5	A	A	A	A
1634418_at	11	20.2	35.6	3	A	A	A	A
1640529_at	32	32.4	11.3	2.6	A	A	A	A
1629241_at	527.5	524.9	584	763.8	P	P	P	P
1625608_at	15.6	30.5	7.5	3.8	A	A	A	A
1640914_at	8.8	9.9	7.8	3.7	A	A	A	A
1626081_at	25.4	26.9	59.8	25.9	A	A	A	A
1623393_a_at	62.4	61.9	70.4	45.8	P	P	M	A
1624269_at	61.9	55.4	74.4	103.7	P	P	P	P
1637995_at	31.6	5.6	17.9	5.6	A	A	A	A
1626664_at	40.8	5.4	32.8	3.3	A	A	A	A
1638937_at	4431.8	3241.5	4429.2	3574.5	P	P	P	P
1630334_at	77.3	39.9	73.5	26	A	A	A	A
1624274_at	25.3	28.2	30.1	40.1	A	A	A	P
1626850_s_at	305.7	247.3	611.8	720	P	P	P	P
1628401_at	6.1	4.8	10.9	2.8	A	A	A	A
1634683_at	688.8	568.5	623.2	793.6	P	P	P	P
1634758_at	51.6	38.5	60.5	32.9	A	A	A	A
1630694_at	281.8	254	206.3	155.4	P	P	P	P
1639535_at	33.6	28.8	61	174.1	A	P	P	P
1637626_at	20.1	3.8	37.3	10.5	A	A	A	A
1634129_at	93.3	143.7	94.7	75.9	A	A	A	A
1641663_at	138	105.5	137.3	75.2	A	P	A	A
1634180_s_at	12.3	5	2.6	1.8	A	A	A	A
1637041_a_at	116.6	50.2	76.4	56.9	M	A	A	A
1628661_at	62.3	30.8	74.4	46.7	A	A	P	M
1641506_at	3736.4	4865	5634.2	6234.7	P	P	P	P
1633192_at	104.4	78.9	79.3	19.8	P	P	A	A
1628224_a_at	7.1	2.6	15.8	9.8	A	A	A	A
1624312_at	150.1	69.9	195.3	145.2	P	P	P	P
1638645_at	1117.5	1346.3	1953.2	2140	P	P	P	P
1637486_at	110.9	14.7	98	23.8	P	A	A	M
1625298_at	138.2	73.5	147.3	175.5	P	P	P	P
1626125_at	1194.9	1331.7	1912.7	1849.5	P	P	P	P
1637957_s_at	92.3	49.3	26.2	14.2	P	P	P	A
1630196_at	787.6	577.5	1168.3	1176.9	P	P	P	P
1631182_at	47.5	3.8	36.9	17.2	A	A	P	M
1638446_a_at	499.2	399.3	637.2	766.7	P	P	P	P
1633253_s_at	783	830.3	1548.4	1164.3	P	P	P	P
1625184_at	12.6	23.6	6.9	4.4	A	A	A	A
1622962_a_at	104.7	136	266.3	426.9	A	P	P	P
1625524_at	1259.6	1114	1113.1	1207	P	P	P	P
1629084_at	910.8	850.3	1118.1	1044.4	P	P	P	P
1624880_at	6.6	2	6.5	10.5	A	A	A	A
1623810_at	346.5	248.2	202.4	186.4	P	P	P	P
1639712_at	8.4	37.5	11.7	19.1	A	A	A	A
1640890_at	9.2	3.8	8	4.6	A	A	A	A
1634796_at	541.2	499.7	635.8	662	P	P	P	P
1639579_s_at	1685.5	1305.7	1905.7	1519.8	P	P	P	P
1633410_at	106.6	75.6	127.3	29.5	M	A	A	P
1625081_at	149.3	156.4	239.2	179.9	A	P	P	P
1628315_at	900.3	315.6	1377.1	871.9	P	P	P	P
1623644_s_at	18790.6	18959.1	16666.5	15701	P	P	P	P
1639436_at	14.9	8.4	28.4	3.2	A	A	A	A
1639230_at	7.1	5.7	18.1	11.1	A	A	A	A
1640698_at	856.9	501.4	533.4	445.8	P	P	P	P
1635264_s_at	9.2	13.3	26.2	72.5	A	A	A	A
1640924_a_at	420.2	209.2	918.9	699	P	P	P	P
1624549_at	10058.6	8454.1	14045.4	13945.8	P	P	P	P
1639522_at	402.9	668.8	623	839	P	P	P	P
1630857_s_at	2410.5	2629.1	3685.6	4344.6	P	P	P	P
1639816_at	1110.2	817.9	1652.9	1165.2	P	P	P	P
1624747_at	1937.7	2251.6	1803.3	2746.5	P	P	P	P
1625109_at	2315	2838.4	3451.6	4359	P	P	P	P
1628198_at	326.2	193.6	425.6	315.9	P	P	P	P
1641048_a_at	32.9	48.2	267.3	278.8	A	A	P	P
1635783_a_at	3.7	9.8	4.5	3.5	A	A	A	A
1638081_at	55.1	27.5	42.4	20.1	A	A	A	A
1640103_s_at	959	778	2245.7	2584.1	P	P	P	P
1641706_at	2.5	38.7	35.6	21.8	A	A	A	A
1627281_at	10.2	3.1	23.8	7.1	A	A	A	A
1637307_at	1354.6	1432.6	1757.6	1726	P	P	P	P
1635418_at	15.3	10.6	54.7	37.1	A	A	A	A
1634107_at	1111.4	1117.8	1510	1851.9	P	P	P	P
1637143_at	616.1	652.7	976.4	984.2	P	P	P	P
1626262_s_at	18.4	8	11	2.8	A	A	A	A
1638047_at	167.1	129.5	264.7	313.5	P	P	P	P
1639643_at	57	72.9	13.7	34.1	A	P	A	A
1638857_at	836.7	820.4	786.9	1094	P	P	P	P
1632846_at	1215.5	1219.5	2126.2	2050.4	P	P	P	P
1638642_at	3057.8	3271.9	3797	3974.1	P	P	P	P
1635939_a_at	811.2	605.1	1571.8	1448.1	P	P	P	P
1635508_at	724.8	722.4	949.6	1088.9	P	P	P	P
1630393_a_at	1518.9	1226.4	1068	1096.3	P	P	P	P
1638878_at	4.3	18.2	6.5	4.1	A	A	A	A
1637921_a_at	4.3	2.1	3.1	0.8	A	A	A	A
1627186_at	60	29.7	93	28.9	A	A	A	A
1636042_at	57.1	19.6	45.9	11.9	A	A	A	A
1630254_at	228.3	88.2	122.8	46.6	A	A	A	A
1630931_at	300.1	269.2	254.3	238.9	P	P	P	P
1624338_at	25.9	1.1	1.4	11.6	A	A	A	A
1634204_at	1652.4	1856.9	1961	2016.5	P	P	P	P
1626264_at	120.9	91.8	127	95	P	P	P	P
1631653_at	17.5	11.7	22.4	4.3	A	A	A	A
1632642_a_at	3281.3	4496.2	5128.8	5867.1	P	P	P	P
1630787_at	29.4	43.2	84.6	11.6	A	A	A	A
1626766_s_at	379.8	59.7	729.7	108	P	P	P	P
1635945_at	69.5	70.3	59.5	5.9	P	P	P	A
1630732_at	264.9	273.8	428.3	468	P	P	P	P
1628814_s_at	4468.7	8020.1	5020.6	10377.4	P	P	P	P
1633763_at	1425.2	1160.7	1405	1262.6	P	P	P	P
1626238_at	92.6	24.6	115.9	20.8	A	A	A	A
1639286_s_at	1611.6	1908.3	54.6	5.2	P	P	A	A
1638928_at	76.7	15.9	58.8	11.7	P	A	P	A
1632949_at	242.4	232	391.6	394.6	P	P	P	P
1630803_at	594.2	848.8	780	1198.7	P	P	P	P
1639766_at	1692.5	1934.7	3089.9	3278	P	P	P	P
1628991_at	1129.6	1098.3	1938	1729.1	P	P	P	P
1635897_at	192.4	126.2	138.4	95.4	P	P	P	P
1625655_at	941.6	2335.7	2118.2	3075	P	P	P	P
1636345_s_at	4.4	2.2	3.9	0.8	A	A	A	A
1641560_at	977	1220.5	2115	1789.5	P	P	P	P
1629698_at	10.7	13.5	28.9	4.5	A	A	A	A
1633699_at	64.5	6.5	45	24.5	A	A	A	A
1623646_at	60.7	47.5	53.3	11.7	A	A	A	A
1634664_at	24.2	16.4	20.2	11.1	A	A	A	A
1640347_at	5.2	6.6	4.8	6	A	A	A	A
1630506_at	585.4	538.3	472.1	198.1	P	P	P	P
1637540_at	9.6	3.8	12.4	3.7	A	A	A	A
1624375_at	122.3	143.2	150	154.9	P	P	P	P
1636572_at	236.8	60.5	71.4	55.3	P	P	A	P
1638121_at	139.9	121.2	199.9	112.7	P	P	P	P
1626324_at	9.5	5.6	6.4	1.6	A	A	A	A
1630026_s_at	12.6	0.8	7.1	1.4	P	A	A	A
1627494_s_at	428.8	441.6	829.2	1023	P	P	P	P
1626218_s_at	238	220.9	479.9	526.2	P	P	P	P
1624913_s_at	310	305.9	412.6	458.5	P	P	P	P
1623211_at	35.5	9.6	23.5	8.2	A	A	A	A
1630955_at	321.6	169.3	447.2	356.4	P	P	P	P
1633479_a_at	4.1	1.8	6.6	5.2	A	A	A	A
1630972_at	7.3	2.6	8.1	5.5	A	A	A	A
1627703_at	33.7	10	37	10.6	A	A	A	A
1627138_at	76	65.5	32.6	27.4	P	P	A	P
1635526_at	97.4	94.5	222.2	314.1	A	P	P	P
1631672_at	113.3	141	313.8	324.6	P	P	P	P
1632620_at	9	7.6	10.6	11.4	A	A	A	A
1624537_s_at	392.7	368.8	843.2	701.8	P	P	P	P
1631783_at	49.5	61.9	61.8	63.3	A	M	A	P
1639151_a_at	550.5	519.4	1055.9	1052.6	P	P	P	P
1633714_at	43.3	18.8	40.7	6.7	A	A	A	A
1636233_at	44.7	12.2	6.7	8.4	A	A	A	A
1636932_at	106.8	80.9	309.6	283.8	P	P	P	P
1632560_at	2.6	21.6	5.5	4.6	A	A	A	A
1624802_at	17.9	18.4	35.8	10.7	A	A	M	A
1638178_at	69.5	18.4	36	11.9	P	A	M	A
1636044_at	1738.5	1522.3	1654.8	1315.9	P	P	P	P
1623756_at	97.1	61.7	79.2	26.1	P	A	P	A
1625904_at	43.8	4.7	23.3	5	A	A	A	A
1631529_at	34.5	35.1	43.2	4.6	A	A	A	A
1628271_at	488.2	452.1	2545.5	1969	P	P	P	P
1633402_at	67.5	26.2	54.7	25.9	A	A	A	A
1623824_at	63.3	15.3	50.6	3.7	A	A	A	A
1630645_at	36.8	11.7	19.3	18.8	A	A	A	A
1623834_at	4.7	5.9	8.6	7.9	A	A	A	A
1628013_at	29.1	6.9	27	15.6	A	A	A	A
1634895_s_at	3166.8	2594.9	4049.6	3203.4	P	P	P	P
1625208_at	42.5	6	17.8	14.4	A	A	A	A
1641601_at	38.7	30.4	13.3	29.8	A	A	A	A
1628938_at	2010.2	1538.8	2348.3	1567.7	P	P	P	P
1627542_at	22	25.8	17.7	14.4	A	A	A	A
1632826_at	54.1	48.2	64	53.3	A	P	A	M
1631862_at	4.5	8.7	4.8	1.8	A	A	A	A
1640160_a_at	57.7	25.1	43.4	3.7	P	A	A	A
1627162_at	29.9	24	29.4	11.3	A	A	A	A
1623557_at	4.7	16.3	11.9	2.6	A	A	A	A
1636561_at	135.3	148.7	206.9	270.4	P	P	P	P
1624142_a_at	2586.4	2990.9	3159.6	3171.5	P	P	P	P
1636302_s_at	1083.4	1076.7	678.7	635.4	P	P	P	P
1625175_s_at	902.5	760.7	2058.8	2146.1	P	P	P	P
1624372_at	4131.7	3748.1	3684.2	3454.6	P	P	P	P
1626362_at	434.4	363.6	744.2	660.6	P	P	P	P
1633734_at	1269	1349.8	993	763.4	P	P	P	P
1625334_at	1385	2575.6	3303.3	3338.8	P	P	P	P
1635076_at	51.4	23.1	25.9	7.8	A	A	A	A
1635721_at	52.9	63.4	64.4	29.7	A	P	P	A
1638884_at	7	14.9	79.5	79.2	A	A	A	P
1626985_a_at	1341.4	1402.1	1266.1	1561.1	P	P	P	P
1639829_at	62.4	15.8	150.9	88.5	A	A	P	P
1639111_at	609.6	678	402.7	409.3	P	P	P	P
1641097_at	873	817	1263.4	1012.4	P	P	P	P
1629341_at	27.4	11.7	29.8	4.3	A	A	A	A
1624362_at	43.5	28.9	107.4	13.4	A	A	A	A
1631620_at	750.5	826.4	1272.1	837.2	P	P	P	P
1633843_at	182.9	166.3	184.1	242.5	P	P	P	P
1640567_at	1318.8	802.6	1019.3	686.8	P	P	P	P
1624240_at	2037.6	2715.4	3046.5	3357.6	P	P	P	P
1629041_at	40.1	21.6	38.4	20.7	P	A	A	A
1627394_s_at	1448.5	1091.8	2747.1	2706.6	P	P	P	P
1636689_at	4569.5	4810.8	13.5	8.9	P	P	A	A
1633326_at	136	209.8	166.6	200.6	A	M	A	P
1628942_at	1.4	0.5	24.3	19.1	A	A	P	A
1629055_a_at	5358.1	6086.3	5799.8	5629.1	P	P	P	P
1641156_at	262.2	181.3	89	41	P	P	A	P
1626439_at	63.2	35.1	50.9	18.3	P	M	P	A
1626437_at	174	93.4	67.6	25	P	P	A	P
1630152_at	230.6	107.8	60.4	26.1	P	P	A	A
1639589_at	91.5	89	127.9	90.1	A	A	P	P
1633055_at	341	250.7	536.9	488.4	P	P	P	P
1638122_a_at	107.8	100	153.7	168.8	A	A	P	P
1640531_at	48.4	61.5	85.2	32.6	A	P	P	P
1625679_at	558.1	746.1	1072.7	1437.3	P	P	P	P
1626635_at	98.2	54.2	2.4	5.7	A	A	A	A
1638097_at	122.1	47.1	100.9	59.9	A	A	A	A
1623163_at	58.6	6.5	64.9	13.2	A	A	P	A
1627934_at	814.1	887.1	675.7	710.4	P	P	P	P
1637329_a_at	914.2	946.8	1519.3	1256.6	P	P	P	P
1636550_at	8.8	24	10.8	1.5	A	A	A	A
1624470_at	5.5	1.1	2.8	1.8	A	A	A	A
1639843_at	78.6	67.1	86.4	21.4	A	M	P	A
1630572_at	6438.7	6508.6	4031.3	3662.7	P	P	P	P
1631298_at	31.9	5.2	25	4	A	A	A	A
1627207_at	213.3	241.6	95.9	230.6	P	P	P	P
1629646_at	12.4	2.8	24.8	19.4	A	A	A	A
1631311_at	34.9	28.3	10.6	15.6	A	A	A	A
1638783_at	702.3	1029	1410.2	1637.3	P	P	P	P
1629484_s_at	790.8	939.9	808.8	1265.7	P	P	P	P
1628005_at	1568.5	1433.2	1535.7	1862.9	P	P	P	P
1631812_at	2.2	3.3	1.7	0.7	A	A	A	A
1634296_s_at	72.6	15.8	101	29.4	A	A	A	A
1634494_at	19	5.2	37.6	7.4	A	A	A	A
1633775_at	2.8	1.5	1.8	1	A	A	A	A
1637923_at	617.2	1304.2	956.3	1275.4	P	P	P	P
1623020_at	1265.4	1129.4	1587.9	948.4	P	P	P	P
1627075_at	60.9	52.3	55.7	15.8	A	A	A	A
1634065_s_at	5099.6	4229.3	9608.9	8318.7	P	P	P	P
1630565_at	320.7	445	345.3	454.6	P	P	P	P
1628020_at	54.9	25.3	17.6	18.7	A	A	A	A
1638139_at	41.4	2.2	35.2	2	A	A	A	A
1629600_at	1864.9	1515.8	1916.2	1293.5	P	P	P	P
1623276_at	18.4	12.3	49.6	6.1	A	A	A	A
1640543_at	7.1	2.2	2.6	4	A	A	A	A
1631591_at	256.9	178.5	151	225.1	P	P	P	P
1633058_at	56.9	36.1	48.1	20.1	A	A	A	A
1624835_at	11.6	25	46.5	19	A	A	A	A
1630378_at	408.9	321.4	299.4	279.4	P	P	P	P
1626651_at	19.7	21	14.5	4.9	A	A	A	A
1625651_at	561.7	604.1	577.5	305.6	P	P	P	P
1639313_at	51.3	20.9	44.3	18.1	A	A	P	A
1632626_at	371.3	311.9	370.2	334.2	P	P	P	P
1631856_a_at	3635.4	4888.6	4266.9	3695.1	P	P	P	P
1641174_at	116.1	67.7	109.9	39.6	P	P	P	P
1625222_at	44.5	3.2	64.8	3	A	A	A	A
1640278_at	17.3	39.3	31.8	5.7	A	A	A	A
1636477_at	2.6	3.2	2	0.8	A	A	A	A
1628374_at	169.2	51.8	62	24.9	A	A	A	A
1625871_at	4.6	3.8	11.9	2.7	A	A	A	A
1628647_at	13	11.8	11	4.4	A	A	A	A
1636466_s_at	39.6	3.9	9.2	14.8	A	A	A	A
1625918_a_at	64.7	128.8	8.6	5.4	M	P	A	A
1626053_at	43.1	44.2	67.8	37.7	A	A	A	A
1638750_at	35.1	22.8	14.6	27.3	A	A	A	A
1638892_at	34.6	36.7	35.5	2.9	A	A	A	A
1630377_at	46.9	3.3	15.6	1.3	A	A	A	A
1638332_at	71.4	9.7	32.6	25.3	A	A	A	A
1633182_at	49.4	8.8	8	35.1	A	A	A	M
1627876_at	84.8	42.9	107.5	26.6	A	A	A	A
1628497_at	228.2	305	225.4	330	P	P	P	P
1636905_at	449.4	265.4	57.9	40.8	P	P	P	P
1640111_s_at	30.8	0.5	48	11.6	A	A	A	A
1623008_at	6.9	30.1	41.3	3.9	A	A	A	A
1638910_at	74.1	47.8	29.4	15.7	A	A	A	A
1623927_at	13.4	5.6	8.6	4.6	A	A	A	A
1630011_at	83.9	57.3	96.9	29.3	P	P	P	A
1628274_a_at	95.6	40.3	6.5	12.9	A	A	A	A
1628782_at	18	2	12.5	3.9	A	A	A	A
1623996_at	109.8	37.3	72.1	5.4	A	P	A	A
1632876_a_at	574.8	490	671.9	575	P	P	P	P
1624028_at	4.3	25.4	47.3	2	A	A	A	A
1637772_at	23.8	11.9	336.2	52.4	A	A	P	A
1634419_at	1232.7	1257	791.7	900.7	P	P	P	P
1636678_at	25.2	7.3	14.4	1.9	A	A	A	A
1637590_at	3.7	2.1	3.4	2.7	A	A	A	A
1640988_at	56.9	43.8	47.9	24.6	A	A	A	A
1629810_at	3.9	6.6	6.6	1.6	A	A	A	A
1634657_at	13.6	17.3	10.2	39.1	A	A	A	A
1627204_at	387	445.4	490.3	369.5	P	P	P	P
1632717_a_at	1294.7	1189.6	743.3	901.2	P	P	P	P
1626149_at	30.8	11.3	3.4	3	A	M	A	A
1641676_at	1049.5	966.2	724.3	720.9	P	P	P	P
1629155_at	1816.1	2643.2	1859.8	2358.1	P	P	P	P
1639599_at	874.1	848	822	922.3	P	P	P	P
1640944_at	2.6	1.1	8.7	7.1	A	A	A	A
1641385_at	3.1	2.8	2.1	24	A	A	A	A
1626247_at	358.9	322.5	414.4	344.6	P	P	P	P
1640877_at	408.6	336.6	538.6	697.5	P	P	P	P
1631268_at	896.1	687.5	551	523.6	P	P	P	P
1641341_at	1622.6	1417.1	768.4	682.7	P	P	P	P
1633867_at	17.3	5.3	12.1	6	A	A	A	A
1637791_at	306.6	276.4	197.9	336.5	P	P	P	P
1628309_at	211.3	216.1	647.5	719.4	P	P	P	P
1629517_at	1034	679.4	535.9	538.5	P	P	P	P
1626441_at	144.2	122.5	61.7	45.8	P	P	A	A
1626738_at	348.3	310.9	428.9	524.6	P	P	P	P
1633826_at	79.1	42.7	70.5	1.3	A	A	A	A
1623838_s_at	164.9	60.9	67.5	23.5	P	P	P	P
1624982_s_at	2913.6	2339.2	147	56.5	P	P	P	P
1625915_at	26.2	22.2	39	0.4	A	A	A	A
1632166_at	1689.2	1676.9	1644.2	1577.6	P	P	P	P
1633794_a_at	1015.5	568	972.7	1233	P	P	P	P
1628092_at	1427.1	1097.8	1263	979.3	P	P	P	P
1638189_s_at	510.5	442.1	370.2	353.6	P	P	P	P
1629012_at	8109	8801.4	7506.2	7392.6	P	P	P	P
1627066_at	86.2	45.7	98.6	37	P	P	P	P
1637378_s_at	1.2	5.4	2.1	0.6	A	A	A	A
1634940_at	1239.5	1441.7	1268.3	902.5	P	P	P	P
1631116_at	608.3	776.2	624.4	798.1	P	P	P	P
1623862_at	28.7	5.2	18.8	3.6	A	A	A	A
1624864_s_at	1001.5	1032.3	414.1	607.5	P	P	P	P
1628699_at	41.8	38.9	8.6	27	A	A	A	A
1633750_s_at	534.2	238.5	1024.7	602.1	P	P	P	P
1626739_s_at	55.8	71.4	40.7	37.6	A	A	A	A
1633791_at	621.8	662.8	699.1	691.4	P	P	P	P
1631984_at	442	396.5	276.4	218.5	P	P	P	P
1634808_at	8.8	20	4.7	1.5	A	A	A	A
1640156_at	32.2	25.3	4.7	12.2	A	A	A	A
1638408_at	93.6	4.5	21.4	33.3	A	A	A	A
1635114_a_at	58.6	46.4	60.7	21.2	A	A	A	A
1639236_at	4.6	20.4	20.1	13.8	A	A	A	P
1627467_at	4.6	11.2	2	1.5	A	A	A	A
1633012_at	4021.5	3504.2	4749	4702.6	P	P	P	P
1631563_at	32.1	42.6	13.3	20.1	A	P	A	A
1623134_at	23	3.8	25.8	2.6	A	A	A	A
1638348_at	468.7	650.8	299	288.1	P	P	P	P
1635519_at	2.6	1.8	4.1	2.2	A	A	A	A
1631238_at	52.4	15	63.2	10.4	A	A	A	A
1623583_at	718.2	619.1	554.9	625.8	P	P	P	P
1628376_x_at	8.3	16	9.9	10.9	A	A	A	A
1623693_a_at	3476.3	3681.2	862.3	646.5	P	P	P	P
1639862_at	2.7	4.2	13.6	1.9	A	A	A	A
1635406_at	17.7	4.1	8.2	5.7	A	A	A	A
1632223_at	851	1168.6	633.4	1117.2	P	P	P	P
1633099_at	483.9	440	388.3	433	P	P	P	P
1634263_at	9.8	7.9	6.7	23.3	A	A	A	A
1635955_at	108.6	96.2	103.7	166.3	P	P	P	P
1635201_at	289.6	314.1	38	9.5	P	P	A	A
1629387_s_at	2978.6	2837.1	20.4	7.2	P	P	A	A
1639296_at	202.8	177.4	344.4	334.9	P	P	P	P
1623993_at	510.7	467.8	339.2	400	P	P	P	P
1640627_at	33	5.3	19.7	1	A	A	A	A
1634835_at	100.8	24	17.2	7.3	A	A	A	A
1630007_s_at	169.7	160.2	95.6	114.2	P	P	P	P
1632698_at	3301.1	2604.8	4593.2	4918.8	P	P	P	P
1627924_at	1029.4	816.7	1092.8	1000	P	P	P	P
1638600_at	1699.7	1473.6	1741.4	1428.3	P	P	P	P
1623606_at	20893.6	23573.7	23136.2	23012.6	P	P	P	P
1625970_at	800.1	750.7	412.7	712	P	P	P	P
1634438_at	8.7	4.6	15.8	5	A	A	A	A
1623065_at	1417.7	1514.2	2413.7	1367.6	P	P	P	P
1635874_at	654.2	620	733.2	730.4	P	P	P	P
1637650_at	5275.3	5303.2	1626.6	1447.3	P	P	P	P
1639333_at	72.1	57.3	32.9	9.2	A	A	A	A
1638598_at	3257.3	3344.2	1343.5	1264.8	P	P	P	P
1623728_at	308	313.1	240.8	388.3	P	P	P	P
1627476_at	141.5	107.4	176.4	186.9	A	A	P	P
1631360_at	471.9	389	22	6.6	P	P	A	A
1639768_at	818	666.7	502	715.1	P	P	P	P
1633234_at	1390.9	1111.6	1105.6	978.3	P	P	P	P
1625763_at	5545.9	5426	8787.3	6366.7	P	P	P	P
1625023_a_at	4069.2	2968.8	771.5	514	P	P	P	P
1636282_s_at	8721.1	8505.9	8927	8363.7	P	P	P	P
1632721_at	1182.3	1406.1	909.4	1162.9	P	P	P	P
1630801_at	70.5	45.7	45.8	11.8	A	M	P	A
1638915_at	102.9	98	283.6	174.3	P	P	P	P
1628514_at	2602.2	2585.5	1753.3	1519.9	P	P	P	P
1632646_at	161.1	79.7	137.1	52.6	P	P	P	P
1634084_at	7.9	3.5	101.2	91.8	A	A	A	A
1632552_at	216.3	255.3	214.6	122.8	A	P	A	A
1624137_at	66.2	61.3	72.2	16.9	A	P	A	A
1623516_s_at	803.2	675	703.3	698.4	P	P	P	P
1623605_a_at	3959.5	3940.4	6434.1	4282.9	P	P	P	P
1639338_at	93.2	59.1	90.6	25.8	A	P	P	A
1641597_a_at	185.1	182.1	56.9	23.7	P	P	A	A
1637226_at	651.4	1161.6	1104.2	1609.9	P	P	P	P
1636639_at	8283.1	9546.1	5117.4	5156.2	P	P	P	P
1625980_at	239.7	132.9	265.9	105.7	P	A	A	A
1633171_at	277.1	532.7	284.1	501.2	P	P	P	P
1629289_at	50.2	35.7	41.9	41.6	A	A	A	A
1623097_at	35.8	9.1	17.3	1.6	A	A	A	A
